"No.","Time","Receiver address","Transmitter address","Destination address","Source","Destination","Type/Subtype","Protocol","PHY type","Length","Info"
"11947","8.200685","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2927, FN=0, Flags=.p....F.C"
"11948","8.200760","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2928, FN=0, Flags=.p....F.C"
"11949","8.200836","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2929, FN=0, Flags=.p....F.C"
"11950","8.200953","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2930, FN=0, Flags=.p....F.C"
"11951","8.201030","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1524","QoS Data, SN=2931, FN=0, Flags=.p....F.C"
"11952","8.201106","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"11953","8.201179","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","","IntelCor_54:99:71 (b4:6d:83:54:99:71) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"11954","8.201251","b4:6d:83:54:99:71","","","","IntelCor_54:99:71 (b4:6d:83:54:99:71) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"11955","8.201363","9c:1c:12:e0:dd:d1","b4:52:cb:31:9a:71","b4:14:89:60:c7:c0","b4:52:cb:31:9a:71","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","167","QoS Data, SN=1625, FN=0, Flags=.p.....T."
"11956","8.201435","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","b4:14:89:60:c7:c0","IntelCor_54:99:71","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","167","QoS Data, SN=1626, FN=0, Flags=.p.....TC"
"11957","8.201509","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","b4:14:89:60:c7:c0","IntelCor_54:99:71","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","167","QoS Data, SN=1627, FN=0, Flags=.p.....T."
"11958","8.201580","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","b4:14:89:60:c7:c0","IntelCor_54:99:71","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","167","QoS Data, SN=1628, FN=0, Flags=.p.....TC"
"11959","8.201654","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","b4:14:89:60:c7:c0","IntelCor_54:99:71","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","171","QoS Data, SN=1629, FN=0, Flags=.p.....TC"
"11960","8.201726","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (TA)","IntelCor_54:99:71 (b4:6d:83:54:99:71) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"11961","8.201797","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (TA)","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"11962","8.201868","9c:1c:12:e0:dd:d1","","","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"11963","8.201978","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2912, FN=0, Flags=.p..R.F.C"
"11964","8.202052","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2913, FN=0, Flags=.p..R.F.C"
"11965","8.202124","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2914, FN=0, Flags=.p..R.F.C"
"11966","8.202197","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2915, FN=0, Flags=.p..R.F.C"
"11967","8.202268","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2916, FN=0, Flags=.p..R.F.C"
"11968","8.202378","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2917, FN=0, Flags=.p..R.F.C"
"11969","8.202452","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2918, FN=0, Flags=.p..R.F.C"
"11970","8.202524","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2919, FN=0, Flags=.p..R.F.C"
"11971","8.202634","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2920, FN=0, Flags=.p..R.F.C"
"11972","8.202708","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2921, FN=0, Flags=.p..R.F.C"
"11973","8.202817","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2922, FN=0, Flags=.p..R.F.C"
"11974","8.202889","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2923, FN=0, Flags=.p..R.F.C"
"11975","8.202998","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2924, FN=0, Flags=.p..R.F.C"
"11976","8.203109","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2925, FN=0, Flags=.p..R.F.C"
"11977","8.203219","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2926, FN=0, Flags=.p..R.F.C"
"11978","8.203510","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2927, FN=0, Flags=.p..R.F.C"
"11979","8.203586","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2928, FN=0, Flags=.p..R.F.C"
"11980","8.203694","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2929, FN=0, Flags=.p..R.F.C"
"11981","8.203805","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2930, FN=0, Flags=.p..R.F.C"
"11982","8.203925","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1524","QoS Data, SN=2931, FN=0, Flags=.p..R.F.C"
"11983","8.204001","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"11984","8.204118","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"11985","8.204194","4c:7c:5f:33:b9:74","","","","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"11986","8.204266","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","b4:14:89:60:c7:c0","Apple_33:b9:74","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","150","QoS Data, SN=2754, FN=0, Flags=.p.....TC"
"11987","8.204339","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","b4:14:89:60:c7:c0","Apple_33:b9:74","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","150","QoS Data, SN=2755, FN=0, Flags=.p.....TC"
"11988","8.204412","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","b4:14:89:60:c7:c0","Apple_33:b9:74","CiscoInc_60:c7:c0","QoS Data","802.11","802.11n","154","QoS Data, SN=2756, FN=0, Flags=.p.....TC"
"11989","8.204527","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (TA)","Apple_33:b9:74 (4c:7c:5f:33:b9:74) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"11990","8.204598","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2473, FN=0, Flags=.p....F.C"
"11991","8.204670","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2474, FN=0, Flags=.p....F.C"
"11992","8.204743","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2475, FN=0, Flags=.p....F.C"
"11993","8.204854","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2476, FN=0, Flags=.p....F.C"
"11994","8.204928","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2477, FN=0, Flags=.p....F.C"
"11995","8.205001","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2478, FN=0, Flags=.p....F.C"
"11996","8.205073","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2479, FN=0, Flags=.p....F.C"
"11997","8.205183","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2480, FN=0, Flags=.p....F.C"
"11998","8.205256","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2481, FN=0, Flags=.p....F.C"
"11999","8.205328","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2482, FN=0, Flags=.p....F.C"
"12000","8.205400","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2483, FN=0, Flags=.p....F.C"
"12001","8.205473","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2484, FN=0, Flags=.p....F.C"
"12002","8.205587","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2485, FN=0, Flags=.p....F.C"
"12003","8.205660","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2486, FN=0, Flags=.p....F.C"
"12004","8.205733","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2487, FN=0, Flags=.p....F.C"
"12005","8.205808","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2488, FN=0, Flags=.p....F.C"
"12006","8.205883","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2489, FN=0, Flags=.p....F.C"
"12007","8.205998","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2490, FN=0, Flags=.p....F.C"
"12008","8.206070","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2491, FN=0, Flags=.p....F.C"
"12009","8.206144","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1480","QoS Data, SN=2492, FN=0, Flags=.p....F.C"
"12010","8.206216","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (TA)","IntelCor_54:99:71 (b4:6d:83:54:99:71) (RA)","Request-to-send","802.11","802.11a","45","Request-to-send, Flags=........C"
"12011","8.206286","9c:1c:12:e0:dd:d1","","","","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","Clear-to-send","802.11","802.11a","39","Clear-to-send, Flags=........C"
"12012","8.206396","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2473, FN=0, Flags=.p..R.F.C"
"12013","8.206469","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2474, FN=0, Flags=.p..R.F.C"
"12014","8.206541","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2475, FN=0, Flags=.p..R.F.C"
"12015","8.206652","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2476, FN=0, Flags=.p..R.F.C"
"12016","8.206725","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2477, FN=0, Flags=.p..R.F.C"
"12017","8.206834","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2478, FN=0, Flags=.p..R.F.C"
"12018","8.206944","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2479, FN=0, Flags=.p..R.F.C"
"12019","8.207054","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2480, FN=0, Flags=.p..R.F.C"
"12020","8.207165","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2481, FN=0, Flags=.p..R.F.C"
"12021","8.207274","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2482, FN=0, Flags=.p..R.F.C"
"12022","8.207566","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2483, FN=0, Flags=.p..R.F.C"
"12023","8.207647","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2484, FN=0, Flags=.p..R.F.C"
"12024","8.207755","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2485, FN=0, Flags=.p..R.F.C"
"12025","8.207949","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2486, FN=0, Flags=.p..R.F.C"
"12026","8.208026","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2487, FN=0, Flags=.p..R.F.C"
"12027","8.208135","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2488, FN=0, Flags=.p..R.F.C"
"12028","8.208247","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2489, FN=0, Flags=.p..R.F.C"
"12029","8.208356","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2490, FN=0, Flags=.p..R.F.C"
"12030","8.208466","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1476","QoS Data, SN=2491, FN=0, Flags=.p..R.F.C"
"12031","8.208585","b4:6d:83:54:99:71","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","CiscoInc_60:c7:c0","IntelCor_54:99:71","QoS Data","802.11","802.11n","1480","QoS Data, SN=2492, FN=0, Flags=.p..R.F.C"
"12032","8.208661","9c:1c:12:e0:dd:d1","b4:6d:83:54:99:71","","IntelCor_54:99:71 (b4:6d:83:54:99:71) (TA)","ArubaNet_e0:dd:d1 (9c:1c:12:e0:dd:d1) (RA)","802.11 Block Ack","802.11","802.11a","57","802.11 Block Ack, Flags=........C"
"12033","8.209011","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2932, FN=0, Flags=.p....F.C"
"12034","8.209113","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2933, FN=0, Flags=.p....F.C"
"12035","8.209187","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2934, FN=0, Flags=.p....F.C"
"12036","8.209299","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2935, FN=0, Flags=.p....F.C"
"12037","8.209372","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2936, FN=0, Flags=.p....F.C"
"12038","8.209444","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2937, FN=0, Flags=.p....F.C"
"12039","8.209515","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2938, FN=0, Flags=.p....F.C"
"12040","8.209627","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2939, FN=0, Flags=.p....F.C"
"12041","8.209700","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2940, FN=0, Flags=.p....F.C"
"12042","8.209772","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2941, FN=0, Flags=.p....F.C"
"12043","8.209845","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2942, FN=0, Flags=.p....F.C"
"12044","8.209954","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2943, FN=0, Flags=.p....F.C"
"12045","8.210027","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2944, FN=0, Flags=.p....F.C"
"12046","8.210099","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2945, FN=0, Flags=.p....F.C"
"12047","8.210172","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2946, FN=0, Flags=.p....F.C"
"12048","8.210286","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2947, FN=0, Flags=.p....F.C"
"12049","8.210361","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2948, FN=0, Flags=.p....F.C"
"12050","8.210437","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2949, FN=0, Flags=.p....F.C"
"12051","8.210512","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1520","QoS Data, SN=2950, FN=0, Flags=.p....F.C"
"12052","8.210638","4c:7c:5f:33:b9:74","9c:1c:12:e0:dd:d1","4c:7c:5f:33:b9:74","CiscoInc_60:c7:c0","Apple_33:b9:74","QoS Data","802.11","802.11n","1524","QoS Data, SN=2951, FN=0, Flags=.p....F.C"
